401
1 1 12 10.100000
2 1 12 10.100000
3 1 12 10.100000
4 1 12 10.100000
5 1 12 10.100000
6 1 12 10.100000
7 1 12 10.100000
8 1 12 10.100000
9 1 12 10.100000
10 1 12 10.100000
11 1 12 10.100000
12 1 12 10.100000
13 1 12 10.100000
14 1 12 10.100000
15 1 12 10.100000
16 1 12 10.100000
17 1 12 10.100000
18 1 12 10.100000
19 1 12 10.100000
20 1 12 10.100000
21 1 12 10.100000
22 1 12 10.100000
23 1 12 10.100000
24 1 12 10.100000
25 1 12 10.100000
26 1 12 10.100000
27 1 12 10.100000
28 1 12 10.100000
29 1 12 10.100000
30 1 12 10.100000
31 1 12 10.100000
32 1 12 10.100000
33 1 12 10.100000
34 1 12 10.100000
35 1 12 10.100000
36 1 12 10.100000
37 1 12 10.100000
38 1 12 10.100000
39 1 12 10.100000
40 1 12 10.100000
41 1 12 10.100000
42 1 12 10.100000
43 1 12 10.100000
44 1 12 10.100000
45 1 12 10.100000
46 1 12 10.100000
47 1 12 10.100000
48 1 12 10.100000
49 1 12 10.100000
50 1 12 10.100000
51 1 12 10.100000
52 1 12 10.100000
53 1 12 10.100000
54 1 12 10.100000
55 1 12 10.100000
56 1 12 10.100000
57 1 12 10.100000
58 1 12 10.100000
59 1 12 10.100000
60 1 12 10.100000
61 1 12 10.100000
62 1 12 10.100000
63 1 12 10.100000
64 1 12 10.100000
65 1 12 10.100000
66 1 12 10.100000
67 1 12 10.100000
68 1 12 10.100000
69 1 12 10.100000
70 1 12 10.100000
71 1 12 10.100000
72 1 12 10.100000
73 1 12 10.100000
74 1 12 10.100000
75 1 12 10.100000
76 1 12 10.100000
77 1 12 10.100000
78 1 12 10.100000
79 1 12 10.100000
80 1 12 10.100000
81 1 12 10.100000
82 1 12 10.100000
83 1 12 10.100000
84 1 12 10.100000
85 1 12 10.100000
86 1 12 10.100000
87 1 12 10.100000
88 1 12 10.100000
89 1 12 10.100000
90 1 12 10.100000
91 1 12 10.100000
92 1 12 10.100000
93 1 12 10.100000
94 1 12 10.100000
95 1 12 10.100000
96 1 12 10.100000
97 1 12 10.100000
98 1 12 10.100000
99 1 12 10.100000
100 1 12 10.100000
101 1 12 10.100000
102 1 12 10.100000
103 1 12 10.100000
104 1 12 10.100000
105 1 12 10.100000
106 1 12 10.100000
107 1 12 10.100000
108 1 12 10.100000
109 1 12 10.100000
110 1 12 10.100000
111 1 12 10.100000
112 1 12 10.100000
113 1 12 10.100000
114 1 12 10.100000
115 1 12 10.100000
116 1 12 10.100000
117 1 12 10.100000
118 1 12 10.100000
119 1 12 10.100000
120 1 12 10.100000
121 1 12 10.100000
122 1 12 10.100000
123 1 12 10.100000
